HylemeID;SeqID;Hyleme;Hyleme-Type;Callaway Headings;Comment;Tale Title
1135;73;[PER]’s spit calls him as big as the mountains.;single-point;;;
1136;73;[PER] tells [PER] to light the fire.;single-point;;;
1137;73;[PER] lights the fire.;single-point;;;
1138;73;[PER] sees [PER]’s shining body.;single-point;;;
1139;73;[PER] is in awe.;durative-resultative;;;
1140;73;[[PER] recognizes [PER].];single-point;;;
1141;73;[PER] asks what [PER] will tell [[PER]’s mother] in the morning.;single-point;;;
1142;73;[PER] says she will not tell [PER]’s mother about him.;single-point;;;
1143;73;[PER] asks what his mother says about his disappearance.;single-point;;;
1144;73;[PER] says that [PER]’s mother is distressed.;single-point;;;
1145;73;[PER] says that [PER]’s mother weeps.;single-point;;;
1146;73;[PER] asks [PER] where he lives.;single-point;;;
1147;73;[PER] says he lives underground.;durative-constant;;;
1148;73;[[PER] lives underground.];single-point;;;
1149;73;[PER] asks why [PER] went away.;single-point;;;
1150;73;[PER] says that his brothers planned to kill him.;single-point;;;
1151;73;[PER] says that he was supposed to be king although he is younger than his brothers.;single-point;;;
1152;73;[[PER] is younger than his brothers.];durative-constant;;;
1153;74;[PER] tells [PER] to call his mother.;single-point;[PER] tells Untombinde to call his mother.;;
1154;74;[PER]’s mother enters the [PER]’s house.;single-point;;;
1155;74;[PER]’s mother cries.;single-point;;;
1156;74;[[PER]’s mother recognizes [PER].];single-point;;;
1157;74;[PER] asks his mother what she will tell his father.;single-point;;;
1158;74;[[PER]’s mother says she will tell the king to assemble the nation.];single-point;;;
1159;74;[PER]’s mother says she will tell the king to have everyone brew beer [in celebration].;single-point;;;
1160;75;[[PER]’s mother tells the king to have everyone brew beer.];single-point;[PER]'s mother tells his father of [PER]'s return and the nation is assembled.;;
1161;75;The king asks what the beer is for.;single-point;;;
1162;75;[PER]’s mother says she will go see the people.;single-point;;;
1163;75;[PER]’s mother says she used to be queen.;single-point;;;
1164;75;[[PER]’s mother is not the queen anymore, because she had no child.];durative-constant;;;
1165;75;The people brew beer.;single-point;;;
1166;75;The people laugh at [PER]’s mother.;single-point;;;
1167;75;The people do not take [PER]’s mother seriously, because she was rejected by the king.;durative-constant;;;
1168;75;The people come together.;single-point;;;
1169;75;The soldiers come together wearing arms.;single-point;;;
1170;75;The king waits what news [PER]’s mother has.;single-point;;;
1171;75;[PER] leaves [PER]’s house.;single-point;[PER] makes himself known to his father and to the nation.;;
1172;75;The people are blinded by [PER]’s shining body.;single-point;;;
1173;75;The people say that [PER]’s body is not like any human body they have every seen.;single-point;;;
1174;75;[PER] sits down.;single-point;;;
1175;75;The nation celebrates.;single-point;;;
1176;75;[PER] is as great as all kings.;durative-constant;;;
1177;75;[[PER]] gives [PER] a leopard’s tail.;single-point;;;
1178;75;[[PER]] gives his mother a wild cat’s tail.;single-point;;;
1179;75;[PER] is the king.;durative-resultative;;;
1180;76;[[PER]’s mother is barren.];durative-initial;Another version of a portion of the tale: The pigeons foretell the birth of [PER] .;;
1181;76;[The king does not give any consequence to [PER]’s mother because of her barrenness.];durative-initial;;;
1182;76;The other queens give birth to crows.;durative-initial;;;
1183;76;The crows scatter ashes on [PER]’s [mother’s] house.;single-point;;;
1184;76;[PER]’s mother has to move to the entrance of the kraal.;single-point;;;
1185;76;[PER]’s mother is the daughter of a great king.;durative-constant;;;
1186;76;[PER]’s mother’s queenship becomes less and less important, because she is barren.;single-point;;;
1187;76;[Two] pigeons come to give a prophecy to [PER]’s mother.;single-point;;;
1188;76;One pigeon says “Vukutu”.;single-point;;;
1189;76;The second pigeon asks why the first pigeon says “Vukutu” since the mother has no children.;single-point;;;
1190;76;[PER]’s mother confirms that she has no children.;single-point;;;
1191;76;The second pigeon asks what [PER]’s mother will give them if they tell her that she will have a child.;single-point;;;
1192;76;[PER]’s mother offers the pigeons everything she owns.;single-point;;;
1193;76;[PER]’s mother wants to have a child.;durative-initial;;;
1194;76;The pigeons refuse [PER]’s mother’s offerings.;single-point;;;
1195;76;The pigeons asks [PER]’s mother for a vessel filled with caster-oil berries.;single-point;;;
1196;76;[PER]’s mother bring a vessel filled with caster-oil berries.;single-point;;;
1197;76;[PER]’s mother breaks the vessel outside.;single-point;;;
1198;76;The pigeons eat the caster-oil berries.;single-point;;;
1199;76;The pigeons tell [PER]’s mother to turn around.;single-point;;;
1200;76;[[PER]’s mother turns around.];single-point;;;
1201;76;The pigeons pick [PER]’s mother in her loins.;single-point;;;
1202;76;The pigeons foretell the birth of a child.;single-point;;;
1203;76;The pigeons leave.;single-point;;;
1204;76;[PER]’s mother leaves.;single-point;;;
1205;76;[PER]’s mother falls pregnant.;single-point;;;
1206;77;[PER]’s mother’s people give her a boa-skin.;single-point;[PER] when born is cradled in a boa's skin .;;
1207;77;[PER] is born.;single-point;;;
1208;77;[PER] is a beautiful child.;single-point;;;
1209;77;[PER]’s mother covers [PER] in the boa-skin.;single-point;;;
1210;77;[PER]’s mother hides [PER] from the king’s other wives.;single-point;;;
1211;77;[PER]’s mother fears that the king’s other wives will kill [PER].;single-point;;;
1212;77;The king’s other wives only give birth to animals.;single-point;;;
1213;77;[PER]’s mother does not tell anyone in the king’s kraal of [PER]’s birth.;single-point;;;
1214;77;[PER]’s mother tells the people in her own kraal of [PER]’s birth.;single-point;;;
1215;78;[[PER]] fears that he will be killed [by his brothers].;single-point;[PER] leaves his mother, to avoid being killed by his brothers.;;
1216;78;[PER] leaves his mother without saying good-bye.;single-point;;;
1217;78;[PER]’s mother searches for [PER].;single-point;;;
1218;78;[PER]’s mother cannot find [PER].;durative-resultative;;;
1219;78;[PER]’s mother has a house build for [PER].;single-point;;;
1220;78;[[PER]’s mother expects her son to come back.];durative-resultative;;;
1221;79;[PER]’s mother leaves beer, milk, meat and other food in [PER]’s house.;durative-constant;The mother places food for her lost child.;;
1222;79;Every morning, a little bit of the food and drink is missing.;durative-constant;;;
1223;79;Young women arrive to marry [PER].;durative-constant;;;
1224;79;[PER]’s mother cries and says she does not know where [PER] is.;durative-constant;;;
1225;79;The king says that the young women should be left alone.;durative-constant;;;
1226;79;The king says his other sons will marry the young women.;durative-constant;;;
1227;79;All the king’s other sons are crows.;durative-constant;;;
1228;79;[PER] arrives.;single-point;;;
1229;79;[PER] wants to marry [PER].;single-point;;;
1230;79;[PER]’s mother cries.;single-point;;;
1231;79;[PER]’s mother asks where [PER] is.;single-point;;;
1232;79;[PER] does not know where [PER] is.;single-point;;;
1233;79;[PER]’s mother tells [PER] to separate from the other young women.;single-point;;;
1234;79;[PER]’s mother tells [PER] to go into [PER]’s house.;single-point;;;
1235;79;[PER]’s mother loves [PER] very much.;durative-resultative;;;
1236;79;[PER] returns to his house at night.;single-point;;;
1237;79;[PER] finds [PER].;single-point;;;
1238;79;[PER] tells [PER] not to announce his return.;single-point;;;
1239;79;[The people] see [PER].;single-point;;;
1240;80;At the beginning of time, [six] rock pigeons come to a house.;single-point;;;Amavukutu
1241;80;A woman is sitting outside of the house.;single-point;;;
1242;80;The rock pigeons fly into the house.;single-point;;;
1243;80;The rock pigeons scatter the ashes.;single-point;;;
1244;80;The woman cries.;single-point;;;
1245;80;The woman has no child.;durative-initial;;;
1246;80;The woman thinks that the rock pigeon mock her for not having a child.;single-point;;;
1247;80;The woman has no child who could scatter the ashes for her.;single-point;;;
1248;80;One pigeon says “Vukutu”.;single-point;;;
1249;80;The second pigeon asks why the first pigeon says “Vukutu”.;single-point;;;
1250;80;The woman hears the pigeons.;single-point;;;
1251;80;The second pigeon tells the woman to take a horn.;single-point;;;
1252;80;The second pigeon tells the woman to cup herself with the horn.;single-point;;;
1253;80;The first pigeon says “Vukutu”.;single-point;;;
1254;80;The second pigeon tells the woman to take a horn.;single-point;;;
1255;80;The second pigeon tells the woman to cup herself with the horn.;single-point;;;
1256;80;The second pigeon tells the woman to draw out a clot.;single-point;;;
1257;80;The second pigeon tells the woman to place the clot into a pot.;single-point;;;
1258;80;The second pigeon tells the woman to lute the clot down.;single-point;;;
1259;80;The second pigeon tells the woman to set the pot aside for eight months.;single-point;;;
1260;80;The second pigeon tells the woman to lute the clot down [after eight months].;single-point;;;
1261;80;The second pigeon tells the woman to uncover the pot in the ninth month.;single-point;;;
1262;80;[The woman takes a horn and cup.];single-point;;;
1263;80;[The woman cups herself with the horn.];single-point;;;
1264;80;[The woman draws out a clot.];single-point;;;
1265;80;[The woman places the clot in a pot.];single-point;;;
1266;80;[The woman lutes the clot down.];single-point;;;
1267;80;[The woman sets the pot  aside for eight months.];single-point;;;
1268;80;[The woman lutes the clot down after eight months.];single-point;;;
1269;80;The woman uncovers the pot [in the ninth month].;single-point;;;
1270;80;A child is in the clot.;durative-resultative;;;
1271;80;[The child is a boy.];durative-constant;;;
1272;80;The second pigeon tells the woman to place the child into a bag.;single-point;;;
1273;80;The second pigeon tells the woman to feed the child.;single-point;;;
1274;80;Another pigeon comes.;single-point;;;
1275;80;The other pigeon tells the woman to wrap the child in blankets.;single-point;;;
1276;80;The other pigeon tells the woman to place the child at the back of the house.;single-point;;;
1277;80;The other pigeon tells the woman to hide the child.;single-point;;;
1278;80;The other pigeon tells the woman to conceal the child from the other women.;single-point;;;
1279;80;The other pigeon tells the woman to give the child a lot of food, so that he grows immediately.;single-point;;;
1280;80;[The woman wraps the child in blankets.];single-point;;;
1281;80;[The woman places the child at the back of the house.];single-point;;;
1282;80;[The woman hides the child.];single-point;;;
1283;80;[The woman conceals the child from the other women.];single-point;;;
1284;80;[The woman gives the child a lot of food.];single-point;;;
1285;80;[The child grows immediately.];single-point;;;
1286;80;The woman’s husband comes home in the evening.;single-point;;;
1287;80;The woman lights a big fire.;single-point;;;
1288;80;The husband does not know about the child.;single-point;;;
1289;80;The child is from the clot.;durative-resultative;;;
1290;80;The woman takes the child from the back of the house.;single-point;;;
1291;80;The woman comes forward with the child.;single-point;;;
1292;80;The woman places food infront of the child.;single-point;;;
1293;80;The husband asks the woman where the child came from.;single-point;;;
1294;80;The woman tells her husband that this is her child.;single-point;;;
1295;80;The woman tells her husband that the child is from the clot.;single-point;;;
1296;80;The woman tells her husband that the child is from the pigeons.;single-point;;;
1297;80;The woman tells her husband how the child came to be.;single-point;;;
1298;80;The husband is happy.;durative-resultative;;;
1299;80;The husband thanks the woman.;single-point;;;
1300;80;The child grows up.;single-point;;;
1301;81;Two young woman are sisters.;durative-constant;Usitungusobenthle and her sister go out to gather [VERN].;;Usitungusobenhle
1302;81;[One of the sisters is [PER].];durative-constant;;;
1303;81;The other sister is the child of a great house.;durative-constant;;;
1304;81;[[PER]] is of inferior birth.;durative-constant;;;
1305;81;[Each of the sisters has a group of women in their company.];durative-constant;;;
1306;81;The two sisters go out with their groups of women.;single-point;;;
1307;81;The two sisters and the women are picking [VERN].;single-point;;;
1308;81;The two sisters and the women are leaving the [VERN] by the side of the way.;single-point;;;
1309;81;The other sister says that her father does not love her.;single-point;;;
1310;81;The other sister says that her father prefers [[PER]].;single-point;;;
1311;81;[The sisters’ father prefers [PER].];single-point;;;
1312;81;The two sisters and the women turn back.;single-point;;;
1313;81;The two sisters and the women collect the [VERN].;single-point;;;
1314;81;[PER] forgets her [VERN].;single-point;;;
1315;81;[The two sisters and the women are on their way home.];durative-resultative;;;
1316;81;[PER] remembers her [VERN].;single-point;;;
1317;82;[PER] asks the women to accompany her back to collect her [VERN].;single-point;The female attendants refuse to return with Usitungusobenthle: she returns alone, and falls in with a cannibal.;;
1318;82;[PER]’s sister tells the women not to accompany [PER].;single-point;;;
1319;82;The women refuse to accompany [PER].;single-point;;;
1320;82;[PER] turns back to collect her unbenthle alone.;single-point;;;
1321;82;[A cannibal collects [PER]’s [VERN].];single-point;;;
1322;82;[The cannibal brings the [VERN] into his house.];single-point;;;
1323;82;[PER] meets the cannibal in his house.;single-point;;;
1324;82;The cannibal is hunting maggots.;single-point;;;
1325;82;The cannibal eats the maggots.;single-point;;;
1326;82;The cannibal calls [PER] inside.;single-point;;;
1327;82;The cannibal tells [PER] to help him find maggots.;single-point;;;
1328;82;[PER] enters the house.;single-point;;;
1329;82;[PER] helps the cannibal find the maggots.;single-point;;;
1330;82;[PER] hands the cannibal the maggots.;single-point;;;
1331;82;The cannibal eats the maggots.;single-point;;;
1332;83;[PER]’s sister and the women return home.;single-point;Usitungusobenthle's sister and the attendants make a false report.;;
1333;83;[PER]’s sister claims that [PER] has become a woman.;single-point;;;
1334;83;[The people of the tribe] slaughter an ox.;single-point;;;
1335;83;[The people of the tribe] celebrate [PER]'s maturity.;single-point;;;
1336;84;The cannibal puts [PER] into his bag.;single-point;The cannibal puts Usitungusobenthle into his bag, and walks off with her.;;
1337;84;The cannibal carries [PER] in his bag to her home.;single-point;;;
1338;84;The cannibal meets two of [PER]’s brother’s.;single-point;;;
1339;84;[PER]’s brothers are herding the cattle.;durative-initial;;;
1340;84;[PER] are eating meat.;durative-initial;;;
1341;84;The cannibal asks [PER]’s brothers to give him some meat.;single-point;;;
1342;84;[PER]’s brothers give the cannibal some meat.;single-point;;;
1343;84;The cannibal tells [PER]’s brothers that he will tell them [what is special about his bag.];single-point;;;
1344;85;[PER]’s brothers give the cannibal some meat.;single-point;Usitungusobenthle speaks in the bag, and her brothers recognise her voice.;;
1345;85;[PER]’s brothers asks the cannibal to tell them [what is special about his bag].;single-point;;;
1346;85;The cannibal beats the bag.;single-point;;;
1347;85;[PER] starts speaking from inside the bag.;single-point;;;
1348;85;[PER] says that [her siblings] refused to accompany her when she went back to collect her [VERN].;single-point;;;
1349;85;[PER]’s brothers hear [PER] speak.;single-point;;;
1350;85;[PER]’s brothers ask the cannibal to accompany them home.;single-point;;;
1351;85;[PER]’s promise the cannibal fat meat.;single-point;;;
1352;85;The cannibal and [PER]’s brothers leave for [PER]’s home.;single-point;;;
1353;86;The cannibal arrives at [PER]’s home;single-point;Usitungusobenthle's brothers take the cannibal to their father.;;
1354;86;[PER]’s mother cuts some meat for the cannibal.;single-point;;;
1355;86;[[PER]’s family] asks the cannibal to beat the bag.;single-point;;;
1356;86;The cannibal beats the bag.;single-point;;;
1357;86;[PER] starts speaking from inside the bag.;single-point;;;
1358;86;[PER] says that [her siblings] have forsaken her.;single-point;;;
1359;86;[PER]’s mother asks [the people] to call the king.;single-point;;;
1360;86;The king comes.;single-point;;;
1361;86;The king asks the cannibal to beat the bag.;single-point;;;
1362;86;The cannibal beats the bag.;single-point;;;
1363;86;[PER] starts speaking from inside the bag.;single-point;;;
1364;86;[PER] says that [her siblings] have forsaken her.;single-point;;;
1365;86;[The king recognizes [PER].];single-point;;;
1366;87;The king uses his spear to make a hole in a calabash.;single-point;The father sends the cannibal to fetch water in a leaky calabash, and takes Usitungusobenthle out of the bag.;;
1367;87;The king tells [the people] to give the cannibal the calabash.;single-point;;;
1368;87;The king tells the cannibal to fetch water in the calabash.;single-point;;;
1369;87;The cannibal leaves to fetch water.;single-point;;;
1370;87;The calabash is leaking.;single-point;;;
1371;87;The cannibal takes a long time to fetch water.;single-point;;;
1372;87;[[PER]’s family] frees [PER] from the bag. ;single-point;;;
1373;87;[[PER]’s family] puts scorpions in the bag.;single-point;;;
1374;87;[[PER]’s family] puts snakes in the bag.;single-point;;;
1375;87;[[PER]’s family] puts dogs in the bag.;single-point;;;
1376;87;[[PER]’s family] puts biting animals into the bag. ;single-point;;;
1377;87;The cannibal returns.;single-point;;;
1378;87;The cannibal asks why [[PER]’s family] gaves him a leaky calabash.;single-point;;;
1379;87;The king blames the queen for giving the cannibal a leaky calabash.;single-point;;;
1380;88;The cannibal asks for his bag.;single-point;The cannibal departs with his bag full of venomous animals.;;
1381;88;The cannibal takes the bag.;single-point;;;
1382;88;The cannibal takes some meat.;single-point;;;
1383;88;The cannibal leaves.;single-point;;;
1384;88;The cannibal returns to his own kraal.;single-point;;;
1385;88;The cannibal puts the bag down.;single-point;;;
1386;88;The cannibal tells [his people] to make a fire.;single-point;;;
1387;88;The cannibal tells [his people] to boil a pot [of water].;single-point;;;
1388;89;The pot [of water] is boiling.;single-point;The cannibal's death.;;
1389;89;The cannibal tells one of his children to fetch the bag.;single-point;;;
1390;89;[The cannibal believes that [PER] is still in the bag.];durative-initial;;;
1391;89;[The venomous animals] bite the cannibal’s child.;single-point;;;
1392;89;The cannibal tells another one of his children to fetch the bag.;single-point;;;
1393;89;[The venomous animals] bite the cannibal’s child.;single-point;;;
1394;89;The cannibal asks his chief wife to fetch the bag.;single-point;;;
1395;89;[The venomous animals] bite the chief wife.;single-point;;;
1396;89;The chief wife tells the cannibal that the bag bites.;single-point;;;
1397;89;The cannibal asks his family to shut him in the house.;single-point;;;
1398;89;The cannibal asks his family to close all the holes in the house.;single-point;;;
1399;89;The cannibal’s family shuts the cannibal in the house.;single-point;;;
1400;89;[The cannibal’s family close all the holes.];single-point;;;
1401;89;[The venomous animals] bite the cannibal again and again.;single-point;;;
1402;89;The cannibal shakes the bag.;single-point;;;
1403;89;The cannibal empties the bag.;single-point;;;
1404;89;The venomous animals come towards the cannibal. ;single-point;;;
1405;89;The cannibal screams. ;single-point;;;
1406;89;The cannibal cannot leave the house.;durative-resultative;;;
1407;89;The cannibal dies.;single-point;;;
1408;89;[The cannibal’s family] opens the door.;single-point;;;
1409;89;Only bones are left of the cannibal’s body.;durative-resultative;;;
1410;89;[The cannibal’s bones] run out of the house.;single-point;;;
1411;89;[The cannibal’s bones] run towards a mudhole.;single-point;;;
1412;89;[The cannibal’s bones] fall over.;single-point;;;
1413;89;[Bees follow the the cannibal’s bones].;single-point;;;
1414;89;[Bees enter the cannibal’s bones.];single-point;;;
1415;89;[The cannibal is dead.];durative-resultative;;;
1416;89;[The bees turn the cannibal into a tree.];single-point;;;
1417;89;[The cannibal is a tree.];durative-resultative;;;
1418;90;The king calls Usitungusebenthle.;single-point;Usitungusobenthle's father kills the girls who had forsaken her.;;
1419;90;[[PER] is the kings daugther.];durative-constant;;;
1420;90;[The king’s other daughters] refuse.;single-point;;;
1421;90;[The king’s daughters] perform coming of age ceremonies near a hut.;durative-initial;;;
1422;90;The king goes to the hut, where the coming of age ceremonies are performed.;single-point;;;
1423;90;[The king’s daughters] say that the girl they are performing the coming of age ceremony for is [PER].;single-point;;;
1424;90;[The girl they are performing the coming of age ceremony for is not [PER].];single-point;;;
1425;90;The king calls his daughters.;single-point;;;
1426;90;The king gets a block of wood.;single-point;;;
1427;90;The king beheads all his daughters [who refused to help [PER]].;single-point;;;
1428;90;The king’s daughters are dead.;durative-resultative;;;
1429;90;[PER] is still alive.;durative-resultative;;;
1430;91;[PER] is a woman.;durative-constant;Usitungusobenthle is carried off by Pigeons.;;Usitungusobenhle Namajubatente
1431;91;The people of the kraal leave the kraal.;single-point;;;
1432;91;The people of the kraal go to dig.;single-point;;;
1433;91;The girls of the kraal leave the kraal.;single-point;;;
1434;91;The girls of the kraal collect [VERN].;single-point;;;
1435;91;[PER] is staying at home.;durative-initial;;;
1436;91;Some pigeons arrive at [PER]’s home.;single-point;;;
1437;91;The pigeons carry [PER] away.;single-point;;;
1438;91;The pigons fly over [PER]’s mothers’ heads.;single-point;;plural;
1439;91;[PER] screams for her mother.;single-point;;;
1440;91;[PER]’s mother tries to reach [PER].;single-point;;;
1441;91;[PER]’s mother cannot reach [PER].;single-point;;;
1442;91;[PER]’s mother follows the pigeons.;single-point;;;
1443;91;The pigeons carry [PER] to a tree.;single-point;;;
1444;91;[PER]’s mother falls asleep at the foot of the tree.;single-point;;;
1445;91;At night, the pigeons carry [PER] to their country.;single-point;;;
1446;92;[[PER]’s mother wakes up in the morning.];single-point;Usitungusobenthle becomes the queen of the Pigeons.;;
1447;92;[PER] and the pigeons are gone.;durative-initial;;;
1448;92;[PER]’s mother returns home.;single-point;;;
1449;92;The pigeons make [PER] her queen.;single-point;;;
1450;92;[[PER] marries a pigeon.];single-point;;;
1451;92;[[PER]’s husband is the king.];durative-constant;;;
1452;92;[PER] gives birth to a child.;single-point;;;
1453;92;[PER] gives birth to a second child.;single-point;;;
1454;92;[PER] gives birth to a third child.;single-point;;;
1455;92;[PER] has three children.;durative-resultative;;;
1456;93;[PER]’s husband plans to go out with a hunting party.;single-point;The men go to hunt, leaving Usitungusobenthle alone with an old woman.;;
1457;93;[PER]’s husband wants to take [PER]’s children to hunt.;single-point;;;
1458;93;[PER] and an old woman remain at home.;single-point;;;
1459;93;[PER] tells her children to pretend to be sick.;single-point;;;
1460;94;[PER]’s husband goes out to hunt with the hunting party.;single-point;Usitungusobenthle's children feign sickness, and return to their mother.;;
1461;94;[PER]’s husband takes [PER]’s children to hunt.;single-point;;;
1462;94;[PER]’s eldest son pretends to fall. ;single-point;;;
1463;94;[PER]’s eldest son pretends to be hurt.;single-point;;;
1464;94;[PER]’s husband tells [PER]’s eldest son to go home.;single-point;;;
1465;94;[[PER]’s eldest son goes home.];single-point;;;
1466;94;[PER]’s second son pretends to be sick in the stomach.;single-point;;;
1467;94;[PER]’s husband tells [PER]’s second son to go home.;single-point;;;
1468;94;[[PER]’s second son goes home.];single-point;;;
1469;94;[PER]’s youngest son pretends to have a headache.;single-point;;;
1470;94;[PER]’s husband tells [PER]’s youngest son to go home.;single-point;;;
1471;94;[[PER]’s youngest son goes home.];single-point;;;
1472;95;[[PER]] packs her luggage.;single-point;Usitungusobenthle escapes with her children. An alarm is given.;;
1473;95;[[PER]] and her children leave.;single-point;;;
1474;95;The old woman notices that [PER] is gone.;single-point;;;
1475;95;The old woman tries to alarm [the people].;single-point;;;
1476;95;The old woman tries to tell [the people] that [PER] is gone with her children.;single-point;;;
1477;95;A hunter hears the old woman.;single-point;;;
1478;95;The hunter tells the other hunters what he heard.;single-point;;;
1479;95;The other hunters tell the hunter that he is bringing bad luck in the king’s children.;single-point;;;
1480;95;The other hunters kill the hunter.;single-point;;;
1481;95;The old woman tries to alarm [the people].;single-point;;;
1482;95;The old woman tries to tell [the people] that [PER] is gone with her children.;single-point;;;
1483;95;Another hunter hears the old woman.;single-point;;;
1484;95;The hunter tells the other hunters what he heard.;single-point;;;
1485;95;The other hunters tell the hunter that he is bringing bad luck in the king’s children.;single-point;;;
1486;95;The other hunters kill the hunter.;single-point;;;
1487;95;The old woman tries to alarm [the people].;single-point;;;
1488;95;The old woman tries to tell [the people] that [PER] is gone with her children.;single-point;;;
1489;95;A third hunter hears the old woman.;single-point;;;
1490;95;The third hunter tells the other hunters what he heard.;single-point;;;
1491;95;The other hunters tell the third hunter that he is bringing bad luck in the king’s children.;single-point;;;
1492;95;The other hunters kill the third hunter.;single-point;;;
1493;95;The old woman tries to alarm [the people].;single-point;;;
1494;95;The old woman tries to tell [the people] that [PER] is gone with her children.;single-point;;;
1495;95;A fourth hunter hears the old woman.;single-point;;;
1496;95;The fourth hunter tells the other hunters what he heard.;single-point;;;
1497;95;The fourth hunter asks the other hunters not to kill him.;single-point;;;
1498;95;The fourth hunter proposes to go home.;single-point;;;
1499;95;The king allows the fourth hunter to live.;single-point;;;
1500;95;The king and the hunting party return home.;single-point;;;
1501;95;The old woman tells [the people] that [PER] is gone with her children.;single-point;;;
1502;96;The king assembles his men.;single-point;The king sets out in pursuit with a large army.;;
1503;96;The king tells his men to catch [PER].;single-point;;;
1504;96;The king’s army is large.;durative-constant;;;
1505;96;The king and his army leave to catch [PER].;single-point;;;
1506;97;[PER] reaches the sea.;single-point;The sea divides at Usitungusobenthle's word , and she and her children pass through.;;
1507;97;[PER] tells the sea to divide.;single-point;;;
1508;97;[PER] and her children walk through the gap in the sea.;single-point;;;
1509;97;[PER] and her children reach the other side of the sea.;single-point;;;
1510;97;[PER]’s husband and his army reach the sea.;single-point;;;
1511;97;[The gap in the sea closes again.];single-point;;;
1512;98;[PER] makes a very long rope.;single-point;The army is persuaded to follow, and is drowned.;;
1513;98;[PER] throws the rope across the sea.;single-point;;;
1514;98;[PER] has a sharp rock.;durative-constant;;;
1515;98;[PER] tells the army to hold the other side of the rope.;single-point;;;
1516;98;[The rope spans across the sea.];single-point;;;
1517;98;The first part of the army walks over the rope to cross the sea.;single-point;;;
1518;98;The first part army is in the middle of the rope.;single-point;;;
1519;98;[PER] cuts the end of the rope.;single-point;;;
1520;98;The first part of the army falls into the sea.;single-point;;;
1521;98;The sea carries the first part of the army away.;single-point;;;
1522;98;[PER] tells the army to hold the other side of the rope again.;single-point;;;
1523;98;[The rope spans across the sea.];single-point;;;
1524;98;The second part of the army walks over the rope to cross the sea.;single-point;;;
1525;98;[PER] cuts the end of the rope.;single-point;;;
1526;98;The second part of the army falls into the sea.;single-point;;;
1527;98;The sea carries the second part of the army away.;single-point;;;
1528;98;[PER] tells the army to hold the other side of the rope again.;single-point;;;
1529;98;[The rope spans across the sea.];single-point;;;
1530;98;The third part of the army walks over the rope to cross the sea.;single-point;;;
1531;98;[PER] cuts the end of the rope.;single-point;;;
1532;98;The third part of the army falls into the sea.;single-point;;;
1533;98;A few men of the army are still on the other side of the sea.;single-point;;;
1534;98;[A few men of the army are still alive.];durative-resultative;;;
1535;98;The fea men of the army return home.;single-point;;;
1536;99;[[PER] swallows all of [PER]’s people.];single-point;Usitungusobenthle returns to her home, and finds it desolate.;;
1537;99;[[PER] swallows all the animals.];single-point;;;
1538;99;[PER] returns to her home [with her children.];single-point;;;
1539;99;None of [PER]’s people are left.;durative-initial;;;
1540;99;[PER] sees a mountain.;single-point;;;
1541;99;[PER] does not recognize the mountain.;single-point;;;
1542;99;[The mountain is [PER].];single-point;;;
1543;99;[PER] goes towards the mountain.;single-point;;;
1544;100;[PER] recognizes [PER].];single-point;;;
1545;100;[PER] crawls under [PER]’s belly.;single-point;Usitungusobenthle rips open the Isikqukqumadevu, and animals and men come out of it, and all things are renewed.;;
1546;100;[PER] cuts [PER]’s belly open.;single-point;;;
1547;100;A fowl crawls out of [PER]’s belly.;single-point;;;
1548;100;A man crawls out of [PER]’s belly.;single-point;;;
1549;100;A bullock crawls out of [PER]’s belly. ;single-point;;;
1550;100;A dog crawls out of [PER]’s belly.;single-point;;;
1551;100;A goat crawls out of [PER]’s belly. ;single-point;;;
1552;100;A sheep crawls out of [PER]’s belly. ;single-point;;;
1553;100;Everything swallowed by [PER] crawls out of [PER]’s belly. ;single-point;;;
1554;100;The men [of [PER]’s tribe] build houses.;single-point;;;
1555;100;[[PER]’s people] restore their home. ;single-point;;;
1556;100;[[PER] and her people] are happy.;durative-resultative;;;
1557;101;Two princesses go out with a group of young women.;single-point;Two princesses with their attendant maidens go to bathe.;;Uluhlazase
1558;101;The two princesses and the group of young women go to bathe.;single-point;;;
1559;101;The princesses’ father loves the younger princess very much.;durative-constant;;;
1560;101;The princesses’ father does not love the older princess.;durative-constant;;;
1561;101;The older princess is [PER].;durative-constant;;;
1562;101;The younger princess is [PER].;durative-constant;;;
1563;101;[The princesses’ father is [PER].];durative-constant;;mentioned at the end of the tale, habitual;
1564;101;[The young women of the country go to a pool of water as a custom.];durative-constant;;mentioned at the end of the tale, habitual;
1565;101;[The young women of the country bathe in pool of water as a custom.];durative-constant;;mentioned at the end of the tale, habitual;
1566;101;[[PER] lurks in the water.];durative-constant;;mentioned at the end of the tale, habitual;
1567;101;[[PER] devours the young women of the country.];durative-constant;;mentioned at the end of the tale, habitual;
1568;101;The two princesses and the group of young women bathe in a pool of water.;single-point;;;
1569;102;The two princesses and the group of young women want ;single-point;The Isikqukqumadevu takes away their garments.;;
1570;102;The two princesses and the group of young women see [PER].;single-point;;;
1571;102;[PER] steals their clothes.;single-point;;;
1572;102;The two princesses and the group of young women come out of the water.;single-point;;;
1573;102;[The elder princess] and the group of young women asks [PER] to return their clothes.;single-point;;;
1574;102;[PER] returns the clothes.;single-point;;;
1575;103;[PER] does not ask [PER] for her clothes.;durative-constant;Uluthlazuse refuses to ask for her garments, and is left by the others.;;
1576;103;[PER] is proud.;durative-constant;;;
